,tweets
3511,"#AmazonQuiz
#DailyQuiz
#PlayAndWin
#AmazonFunZone
#AmazonIN
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/Mic0YXHDCA https://t.co/UZQfq0W2hr"
3512,"All answers done correctly, I am eligible for this quiz, thank you amazon #AmazonQuiz
#amazonIN https://t.co/TX6QqBnj7C"
3513,"@amazonIN please provide a customer care no and show some not much but some responsibility, dont be a coward."
3514,"#AmazonQuiz @amazonIN 
Daily Quiz: 8 am 12 pm
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/OwPPeHkxoy https://t.co/Gwhfyu1yba"
3515,Last mile connectivity needs to improve dramatically in India’s Tier 2 cities if online shopping is to be truly successful-so far it has been pathetic with customer care failing people badly in these areas! @amazonIN @JeffBezos
3516,"Thanks for this quiz @amazonIN
#AmazonSaheli https://t.co/Otw2Mn8TG4"
3517,"#AmazonQuiz 
Completed Susesfully Quiz 
@amazonIN 
Amazon India https://t.co/PxcsCIpJzb"
3518,"Thanks for this quiz @amazonIN
#AmazonQuiz https://t.co/E57VUVwBNa"
3519,"@amazonIN Why is this happening too often. This is about the 6th time in the last 1 month. There will be no update after this. The order is indefinitely delayed for all the past orders. Now, 2 active orders have the sale status. https://t.co/3HzRGjEVyT"
3520,#AmazonQuiz  @amazonIN Hope to win played this amazing quiz on amazon app do play and win https://t.co/PoGTZjOTG3
3521,"All answers done correctly, i am eligible for this quiz 
#AmazonQuiz
#AmazonIN https://t.co/x71u4cPVo1"
3522,"Thanks for this quiz @amazonIN
#AmazonQuiz https://t.co/DR9Gl8zvdN"
3523,"@amazonIN should have listened to dad jokes that said - Spending no money on Diwali Sale is better than saving money by buying items on sale. Cant believe a trusted Amazon home brand could be made from cheap/old cloth 
Customer service is of no help, somehow 😕 https://t.co/jH2LkHurRG"
3524,"@amazonIN hey amazon why are you so scared of providing a customer care no, why dont you hire educated people to do your work, why is it such a herculean task to talk to your staff, Richest company and the most irresposible staff combined = pathetic service. #irresponsibleamazon"
3525,RT @Tejas3040: @amazonIN @amazon @amazonworst @AmazonHelp worst company ever. From Last 40 days trying to get my refund back. Seriously wor…
3526,@amazonIN @amazon @amazonworst @AmazonHelp worst company ever. From Last 40 days trying to get my refund back. Seriously worst services ever from Amazon
3527,"Thanks for this quiz @amazonIN
#AmazonQuiz https://t.co/ScKhD0iCvb"
3528,"RT @GoldQueenie4: @IndiaAnker @amazonIN Eufy boost iq robovac 11s🤞🤞

#SuperSunday  #EufyByAnker   #availablenow
#VacuumCleaner #diwalidetox…"
3529,"Thanks for this quiz @amazonIN
#AmazonQuiz https://t.co/k0ch9EgzDi"
3530,@AmazonHelp @amazonIN @AmazonHelp I had reverted to your email on the same day but there is no response from your team side and no information about anything. It has been more than 2 days now...
3531,"Thanks for this quiz @amazonIN
#AmazonQuiz https://t.co/QigrRp7zv1"
3532,"@amazonIN 
I have a return of a order which is not yet being picked and no notification. It's very amazing to face such a harassment"
3533,@amazonIN 402-8815546-4991541.order placed om 10th nov. Got 2 packs of tea. Chasing but no help. Rpu wrongly updated. Refund denied by sme vishwajeet. Was gift for sister. I have been cheated. Pls help and refund
3534,"Thanks for this quiz @amazonIN
#AmazonSpinandWin https://t.co/SIgkye7l7G"
3535,"@amazonIN @EcomExpress_Ofc 
numerous number of time i hav told amazon,about the behaviour of local ecomexpress personal-Lakhipur Cachar Assam. thy intentionaly mak delay thn blame customer for delay.if this si same happen as of past i'll tak apropiate action as per CP Act 2019"
3536,"Thanks for this quiz @amazonIN
#AmazonSpinandWin https://t.co/yLomH9ovo2"
3537,@amazonIN I had placed order : 402-8815546-4991541 with u guys on 10th nov but I got 2 packs of tata tea. I have been calling but no help.Rpu has been falsely updated. Today I spoke to sme vishwajeet and he has advised refund denied as correct item was delivered. Cheated
3538,@thedarkrebel @amazonIN Ouch!
3539,@KalyanKrish95 @amazonInQuiz @amazon @amazonIN Congratulations 🥳
3540,"@amazonIN Is this how you treats your customer ??..😒😒
How can your selling price is more than the maximum retail price written on the box..? https://t.co/9MwziDYbnG"
3541,RT @SATIssss: @AmazonHelp I have raised the issue 10 days back and no resolution yet. Worst customer service. @amazonIN
3542,@AmazonHelp I have raised the issue 10 days back and no resolution yet. Worst customer service. @amazonIN
3543,"@amazonIN Fingers crossed tightly for the winners announcement of this contest dear team. Winning the grand prize iPhone 11 from you would really make my year. Biggest wish to get that lucky tag! 🥺🙏
#AmazonGiftingHappinessDays 
https://t.co/FmB0GRR2W3"
3544,@amazonIN when is the next sale coming?
3545,RT @DIPTI0220266: @AmazonHelp @amazonIN its been 1 month and i haven't received the product yet neither i have an  option to cancel it. Pat…
3546,@AmazonHelp @amazonIN its been 1 month and i haven't received the product yet neither i have an  option to cancel it. Pathetic https://t.co/r1RikwtKjd
3547,"Thanks for this quiz @amazonIN 
#AmazonQuiz https://t.co/TMVMKl1HGB"
3548,RT @RDegamadiya: @amazonIN @AmazonHelp  it's been 1 month and i didn't recieve my product or my refund !! Please give me my money back !!!…
3549,@amazonIN @AmazonHelp  it's been 1 month and i didn't recieve my product or my refund !! Please give me my money back !!! https://t.co/njTWYpG5rr
3550,"@myvoltas @VoltasBeko @amazonIN Plus, I've not received any call from anybody. Please arrange the call for installation again. I will have it installed ASAP."
3551,"@myvoltas I've bought @VoltasBeko Table Top Dishwasher from @amazonIN. I received it yesterday. At 1:38am, I received SMS saying we tried contacting you but no. is unreachable. Who attends calls at 1:38am in night that too for installation?"
3552,"#AmazonQuiz
I played this interesting quiz on Amazon app at Amazon FunZone
It's very easy to play try your luck for exciting rewards
I am eligible for win prize.....
Thanks @amazonIN for this quiz..... https://t.co/4uCXl0VOop"
3553,"Thanks for this contest @amazonIN 
#amazonfunzoneslots https://t.co/NgQIMr829G"
3554,Thanks for this quiz @amazonIN #AmazonQuiz https://t.co/eKYuaUz4vW
3555,"#AmazonQuiz
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/5q754PngZd
@amazonIN https://t.co/lMZPiiK27U"
3556,"Thanks for this contest @amazonIN 
#AmazonSpinandWin https://t.co/Hh0HqMZ00s"
3557,"It's been 4 more days, there's no solution. Since my last tweet I've recieved only one email with generic instructions that I've been following from past 12 days. This is getting out of hand.
I'm losing sales! @amazon @AmazonHelp @amazonIN"
3558,@amazonIN I am play daily amazon quiz
3559,"Jaswant kumar @Jaswant74808343 
#AmazonQuiz
#Amazon 
@amazonIN 
I am play daily amazon quiz last three years but i am not won but i am continue playing this game because i hope one day i am win this quiz https://t.co/weB7SJ2kip"
3560,"@AnkiT_Sheoran01 @flipkartsupport @Flipkart @amazonIN Actually flipkart is doing same mistake what snapdeal did..
Takes 2 days to confirm order,2 days for shipment ,and more than 5 days to deliver..Too late for customer .."
3561,"Thanks for this quiz @amazonIN 
#AmazonSpinandWin https://t.co/yedi8hSzmo"
3562,"@amazon @amazonIN broke all faith on there service regarding , 19 call , 17 days, 6 hour on call , 8 return request , fraud behavior and damage product , really ashamed , so think before buy and never take prime member ship , now only 1way consumer form 40526020756424324"
3563,"All sorted @amazonIN. My fried friend got his refund. Thanks a lot.
On his way to get another one. Just give it to him.. please. https://t.co/JLVFpYRyqf https://t.co/Jk4wX9VnBQ"
3564,RT @mavrick999: @souravsingla_ @ICICIBank @ICICIBank_Care @amazonIN @AmazonHelp @amazon @icici THIS ICICI BANK HAS WORST CUSTOMER SERVICE C…
3565,"@amazonIN world ki no.1 company 11 din Mai ek refund nhi ker payi. 5- tweets 2- mails 10-12 customer support call and still waiting for refund. Amazon itna slow working. 
@Flipkart @Lenskart_com  Kuch sikho in Indian companies se Jo instant refund provide kerati Hain."
3566,@amazon @amazonIN  why you are sharing contact details with 3rd party pickup companies. why no respect to our privacy
3567,"Thanks for this quiz @amazonIN 
#AmazonSpinandWin https://t.co/ercIErArGM"
3568,@Avisingh18 @SherazGuddu @trybhi @AskSaahil @CeoAshishYadav @GauravHTML @UdaipurPolice @udaipurblog @jagograhakjago @JagoGrahakJago_ @CybercrimeCID @onlineshopping @amazonIN @FlipkartSellers @Flipkart @RajGovOfficial @RajCMO @BJP4Rajasthan @RajBhavanJaipur @HomeMinistr2024 @consumerforum_ @forum_consumer @trybhi - it’s our hard earned money please refund us.
3569,"@amazonIN @VIRANCHI_vaidya @yamini119 @EshwarDongre @supersaurabh01 @DayalOjha_5 @jamesyaar @SHIVSHAKTI71 @nandinidey20gm1 @ChiragG14 @AhujaSakshi13 No. 1 Best selling fully Automatic Samsung 6.2Kg Washing machine. Buy Now.

https://t.co/hV5w77zsQ6"
3570,What is wrong with you @amazonIN? What is wrong with this review content? This month my net purchases is near to 1 lakh from Amazon whereas it is in thousands every month still you won't let me post one occasional negative review which was well deserved! Isn't it illegal? https://t.co/lWLneb7Rex
3571,"I ordered refrigerator from amazon and got damage item . I had talk with customer support and instead if exchange they are returning but I have not got any further communication to pick up my damage order 
@amazon @amazonIN 
@JeffBezos"
3572,"Thanks for this quiz @amazonIN 
#AmazonQuiz https://t.co/Wdxo3IeOej"
3573,"The biggest flop of India is ""The thugs of Hindostan"". The biggest careless company about their customers is ""The biggest fraud of Hindostan"". This does not have any relation with @amazonIN ."
3574,@RatanSharda55 @amazon @amazonIN @DrSJaishankar Kindly take action.
3575,"@amazon @amazonIN also I would like to highlight many times I called in customer service they simply reschedule, it's More then 4 times rescheduled, please take necessary action"
3576,@amazon @amazonIN Day 5 -  Product to be delivered 5 days ago still pending for dispatch. Your policies do not allow cancellation unless product is shipped and this has put all our plans into disarray....And no exception policies even if Amazon does not meet delivery promise
3577,"Thanks for this quiz@amazonIN
#AmazonQuiz https://t.co/Hl3A8PpDpV"
3578,RT @sonukrsrma: @StateBank_Cards @Divyanathsahu @virendrapy @SBICard_Connect @AmazonHelp @amazonIN @coder_indian @RaviPra43100291 @amazonpa…
3579,"@GamesTheShop @amazonIN @Flipkart @cromaretail @VijaySales @RelianceDigital @gamesoukin Yeah, I saw that on the website but I already have FIFA 21. The controller is what I'm looking for 😄"
3580,"Dear @amazonIN @amazon I have Order #403-1959399-1097910, l received defective product &amp; applied for return, it's more than 10 day's each time pickup getting reschedule but no one picking product from me, delivery boy asking extra money to come to home to pick. Please help"
3581,"RT @SamranKhan1994: @JeffBezos 
@amazonIN 
@AmazonHelp 
@AmitAgarwal 

Purchased iphone 11 64GB from Amazon. Amazon shipped a Single Rim sa…"
3582,@amazonIN plz see
3583,@amazonIN Worst service
3584,@amazonIN Very worst service provided by you. I closed shopping from Amazon
3585,"@JeffBezos 
@amazonIN 
@AmazonHelp 
@AmitAgarwal 

Purchased iphone 11 64GB from Amazon. Amazon shipped a Single Rim saap in place of iphone. When contacted amazon executive said they have done a investigation and right product is shipped to me. I am victim of 52k fraud by Amazon https://t.co/PkdXIlYZcI"
3586,"@pTronIndia @amazonIN 
July 14th 2020 I have ordered pTron Wireless Bluetooth Headphone from Amazon appario retail , after 4months product didn't working and doesn't have any physical damages 
It has 1 year warranty, please help me fix it. https://t.co/CQ7BkGs9J1"
3587,@ajitsingh0902 @amazonIN @Flipkart @cromaretail @VijaySales @RelianceDigital @gamesoukin Here you go https://t.co/jm1xe4Ztdu
3588,@AmazonHelp @amazon  @amazonIN shameful customer service. U send me an email asking for some supporting docs. When i reply i get a message that ur email is wrong. What kind of nonsense is this. @AmazonHelp
3589,"@amazonIN
Very worst service provided by your customers executive. My account has been closed and it has been approx 1 year but till now there is no any exact reason for it neither they know when It'll unlock. Now I closed shopping with Amazon. Worst service"
